axis_id,layer,prompt_index,pair_id,template_id,split,side,alpha,positions,logprob_diff,prompt
congenital_cardiac_vs_other_congenital_ccs,27,1,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,positive,6.0,prompt_all,-7.486687652766705,Medical concept extraction task. Input diagnosis: Patent ductus arteriosus. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,-6.0,prompt_all,-14.628913402557373,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,-4.0,prompt_all,-14.623623728752136,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,-2.0,prompt_all,-14.618328213691711,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,-1.0,prompt_all,-14.615691900253296,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,0.0,prompt_all,-14.613051176071167,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,1.0,prompt_all,-14.610408663749695,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,2.0,prompt_all,-14.607765316963196,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,4.0,prompt_all,-14.602497577667236,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,2,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,6.0,prompt_all,-14.59722125530243,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,-6.0,prompt_all,-15.44431209564209,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,-4.0,prompt_all,-15.439535140991211,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,-2.0,prompt_all,-15.434774279594421,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,-1.0,prompt_all,-15.432387828826904,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,0.0,prompt_all,-15.430010080337524,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,1.0,prompt_all,-15.42763614654541,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,2.0,prompt_all,-15.425252795219421,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,4.0,prompt_all,-15.42048954963684,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,3,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,6.0,prompt_all,-15.415731072425842,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,-6.0,prompt_all,-15.720093309879303,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,-4.0,prompt_all,-15.71653139591217,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,-2.0,prompt_all,-15.712929964065552,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,-1.0,prompt_all,-15.711141109466553,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,0.0,prompt_all,-15.709357798099518,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,1.0,prompt_all,-15.707559823989868,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,2.0,prompt_all,-15.705789804458618,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,4.0,prompt_all,-15.70220798254013,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,4,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,6.0,prompt_all,-15.698637843132019,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,-6.0,prompt_all,-12.219158113002777,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,-4.0,prompt_all,-12.21345853805542,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,-2.0,prompt_all,-12.207753956317902,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,-1.0,prompt_all,-12.204920291900635,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,0.0,prompt_all,-12.202067077159882,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,1.0,prompt_all,-12.199207425117493,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,2.0,prompt_all,-12.196362733840942,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,4.0,prompt_all,-12.190680742263794,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,5,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,6.0,prompt_all,-12.184980690479279,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,-6.0,prompt_all,-13.047568082809448,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,-4.0,prompt_all,-13.043137788772583,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,-2.0,prompt_all,-13.038689613342285,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,-1.0,prompt_all,-13.036472916603088,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,0.0,prompt_all,-13.034253597259521,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,1.0,prompt_all,-13.032041907310486,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,2.0,prompt_all,-13.02982223033905,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,4.0,prompt_all,-13.025391101837158,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,6,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,6.0,prompt_all,-13.020955085754395,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,-6.0,prompt_all,-10.118025779724121,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,-4.0,prompt_all,-10.11775740981102,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,-2.0,prompt_all,-10.117511957883835,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,-1.0,prompt_all,-10.117371886968613,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,0.0,prompt_all,-10.117234706878662,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,1.0,prompt_all,-10.117125689983368,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,2.0,prompt_all,-10.117002248764038,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,4.0,prompt_all,-10.11674490571022,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,7,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,6.0,prompt_all,-10.116480767726898,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,-6.0,prompt_all,-14.862213730812073,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,-4.0,prompt_all,-14.857558488845825,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,-2.0,prompt_all,-14.852898240089417,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,-1.0,prompt_all,-14.850561618804932,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,0.0,prompt_all,-14.848243713378906,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,1.0,prompt_all,-14.84590768814087,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,2.0,prompt_all,-14.843579769134521,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,4.0,prompt_all,-14.838924050331116,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,8,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,6.0,prompt_all,-14.834296464920044,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,-6.0,prompt_all,-9.806099891662598,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,-4.0,prompt_all,-9.800844073295593,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,-2.0,prompt_all,-9.795572996139526,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,-1.0,prompt_all,-9.792945265769958,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,0.0,prompt_all,-9.79030954837799,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,1.0,prompt_all,-9.787683844566345,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,2.0,prompt_all,-9.7850421667099,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,4.0,prompt_all,-9.779783725738525,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,9,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,6.0,prompt_all,-9.774530291557312,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,-6.0,prompt_all,-14.43001826107502,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,-4.0,prompt_all,-14.425435096025467,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,-2.0,prompt_all,-14.420841425657272,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,-1.0,prompt_all,-14.418535813689232,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,0.0,prompt_all,-14.41624940931797,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,1.0,prompt_all,-14.413945376873016,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,2.0,prompt_all,-14.411649510264397,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,4.0,prompt_all,-14.407058343291283,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,10,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,6.0,prompt_all,-14.402464985847473,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,-6.0,prompt_all,-18.926835536956787,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,-4.0,prompt_all,-18.921291291713715,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,-2.0,prompt_all,-18.915768325328827,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,-1.0,prompt_all,-18.9130157828331,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,0.0,prompt_all,-18.91024559736252,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,1.0,prompt_all,-18.907477021217346,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,2.0,prompt_all,-18.904723405838013,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,4.0,prompt_all,-18.899196803569794,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,11,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,6.0,prompt_all,-18.893679797649384,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,-6.0,prompt_all,-12.846645712852478,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,-4.0,prompt_all,-12.841859936714172,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,-2.0,prompt_all,-12.837074160575867,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,-1.0,prompt_all,-12.834683299064636,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,0.0,prompt_all,-12.832293152809143,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,1.0,prompt_all,-12.829887986183167,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,27,12,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,2.0,prompt_all,-12.827504515647888,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
