axis_id,axis_description,side,side_name,concept_label,opposite_label,pair_id,pair_split,template_id,template_split,split,icd_code,icd_description,ccs_string,prompt
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,1,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,Clinical coding note: ICD E10.9 is described as Type 1 diabetes mellitus without complications. The contrastive medical concept is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,2,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,Medical ontology entry: Type 1 diabetes mellitus without complications (E10.9). The best concept label is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,3,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,A clinician reviews the diagnosis 'Type 1 diabetes mellitus without complications' with ICD code E10.9. This diagnosis belongs to the concept
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,4,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,"In a diagnostic terminology table, E10.9 means Type 1 diabetes mellitus without complications. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,5,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,Coding audit: diagnosis=E10.9; description=Type 1 diabetes mellitus without complications. Assign the medical concept label:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,6,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,EHR problem list item: Type 1 diabetes mellitus without complications. The high-level concept represented by this item is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,7,train,calibration,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,"For ICD concept E10.9, 'Type 1 diabetes mellitus without complications', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,8,test,test,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,"The diagnosis text is 'Type 1 diabetes mellitus without complications'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,9,test,test,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,Medical concept extraction task. Input diagnosis: Type 1 diabetes mellitus without complications. Output concept:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0002_6af4f92eb6,test,10,test,test,E10.9,Type 1 diabetes mellitus without complications,Diabetes mellitus without complication,"Given the ICD description Type 1 diabetes mellitus without complications and code E10.9, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,1,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,Clinical coding note: ICD E11.9 is described as Type 2 diabetes mellitus without complications. The contrastive medical concept is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,2,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,Medical ontology entry: Type 2 diabetes mellitus without complications (E11.9). The best concept label is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,3,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,A clinician reviews the diagnosis 'Type 2 diabetes mellitus without complications' with ICD code E11.9. This diagnosis belongs to the concept
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,4,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,"In a diagnostic terminology table, E11.9 means Type 2 diabetes mellitus without complications. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,5,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,Coding audit: diagnosis=E11.9; description=Type 2 diabetes mellitus without complications. Assign the medical concept label:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,6,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,EHR problem list item: Type 2 diabetes mellitus without complications. The high-level concept represented by this item is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,7,train,calibration,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,"For ICD concept E11.9, 'Type 2 diabetes mellitus without complications', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,8,test,test,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,"The diagnosis text is 'Type 2 diabetes mellitus without complications'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,9,test,test,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,Medical concept extraction task. Input diagnosis: Type 2 diabetes mellitus without complications. Output concept:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0002_6af4f92eb6,test,10,test,test,E11.9,Type 2 diabetes mellitus without complications,Diabetes mellitus without complication,"Given the ICD description Type 2 diabetes mellitus without complications and code E11.9, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,1,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Clinical coding note: ICD E10.8 is described as Type 1 diabetes mellitus with unspecified complications. The contrastive medical concept is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,2,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Medical ontology entry: Type 1 diabetes mellitus with unspecified complications (E10.8). The best concept label is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,3,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,A clinician reviews the diagnosis 'Type 1 diabetes mellitus with unspecified complications' with ICD code E10.8. This diagnosis belongs to the concept
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,4,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"In a diagnostic terminology table, E10.8 means Type 1 diabetes mellitus with unspecified complications. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,5,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Coding audit: diagnosis=E10.8; description=Type 1 diabetes mellitus with unspecified complications. Assign the medical concept label:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,6,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,EHR problem list item: Type 1 diabetes mellitus with unspecified complications. The high-level concept represented by this item is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,7,train,train,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"For ICD concept E10.8, 'Type 1 diabetes mellitus with unspecified complications', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,8,test,calibration,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"The diagnosis text is 'Type 1 diabetes mellitus with unspecified complications'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,9,test,calibration,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Medical concept extraction task. Input diagnosis: Type 1 diabetes mellitus with unspecified complications. Output concept:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0003_bc35c0265a,train,10,test,calibration,E10.8,Type 1 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"Given the ICD description Type 1 diabetes mellitus with unspecified complications and code E10.8, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,1,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Clinical coding note: ICD E11.8 is described as Type 2 diabetes mellitus with unspecified complications. The contrastive medical concept is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,2,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Medical ontology entry: Type 2 diabetes mellitus with unspecified complications (E11.8). The best concept label is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,3,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,A clinician reviews the diagnosis 'Type 2 diabetes mellitus with unspecified complications' with ICD code E11.8. This diagnosis belongs to the concept
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,4,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"In a diagnostic terminology table, E11.8 means Type 2 diabetes mellitus with unspecified complications. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,5,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Coding audit: diagnosis=E11.8; description=Type 2 diabetes mellitus with unspecified complications. Assign the medical concept label:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,6,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,EHR problem list item: Type 2 diabetes mellitus with unspecified complications. The high-level concept represented by this item is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,7,train,train,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"For ICD concept E11.8, 'Type 2 diabetes mellitus with unspecified complications', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,8,test,calibration,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"The diagnosis text is 'Type 2 diabetes mellitus with unspecified complications'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,9,test,calibration,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,Medical concept extraction task. Input diagnosis: Type 2 diabetes mellitus with unspecified complications. Output concept:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0003_bc35c0265a,train,10,test,calibration,E11.8,Type 2 diabetes mellitus with unspecified complications,Diabetes mellitus with complications,"Given the ICD description Type 2 diabetes mellitus with unspecified complications and code E11.8, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,1,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Clinical coding note: ICD E10.621 is described as Type 1 diabetes mellitus with foot ulcer. The contrastive medical concept is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,2,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Medical ontology entry: Type 1 diabetes mellitus with foot ulcer (E10.621). The best concept label is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,3,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,A clinician reviews the diagnosis 'Type 1 diabetes mellitus with foot ulcer' with ICD code E10.621. This diagnosis belongs to the concept
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,4,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"In a diagnostic terminology table, E10.621 means Type 1 diabetes mellitus with foot ulcer. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,5,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Coding audit: diagnosis=E10.621; description=Type 1 diabetes mellitus with foot ulcer. Assign the medical concept label:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,6,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,EHR problem list item: Type 1 diabetes mellitus with foot ulcer. The high-level concept represented by this item is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,7,train,train,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"For ICD concept E10.621, 'Type 1 diabetes mellitus with foot ulcer', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,8,test,calibration,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"The diagnosis text is 'Type 1 diabetes mellitus with foot ulcer'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,9,test,calibration,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Medical concept extraction task. Input diagnosis: Type 1 diabetes mellitus with foot ulcer. Output concept:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,positive,type1,Type 1 diabetes,Type 2 diabetes,diabetes_subtype_0004_c02d0e1cca,train,10,test,calibration,E10.621,Type 1 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"Given the ICD description Type 1 diabetes mellitus with foot ulcer and code E10.621, classify the concept as"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,1,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Clinical coding note: ICD E11.621 is described as Type 2 diabetes mellitus with foot ulcer. The contrastive medical concept is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,2,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Medical ontology entry: Type 2 diabetes mellitus with foot ulcer (E11.621). The best concept label is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,3,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,A clinician reviews the diagnosis 'Type 2 diabetes mellitus with foot ulcer' with ICD code E11.621. This diagnosis belongs to the concept
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,4,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"In a diagnostic terminology table, E11.621 means Type 2 diabetes mellitus with foot ulcer. The relevant concept category is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,5,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Coding audit: diagnosis=E11.621; description=Type 2 diabetes mellitus with foot ulcer. Assign the medical concept label:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,6,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,EHR problem list item: Type 2 diabetes mellitus with foot ulcer. The high-level concept represented by this item is
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,7,train,train,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"For ICD concept E11.621, 'Type 2 diabetes mellitus with foot ulcer', the contrastive label should be"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,8,test,calibration,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"The diagnosis text is 'Type 2 diabetes mellitus with foot ulcer'. In this experiment, its medical concept side is"
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,9,test,calibration,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,Medical concept extraction task. Input diagnosis: Type 2 diabetes mellitus with foot ulcer. Output concept:
diabetes_subtype,Diabetes subtype: Type 1 versus Type 2 diagnosis.,negative,type2,Type 2 diabetes,Type 1 diabetes,diabetes_subtype_0004_c02d0e1cca,train,10,test,calibration,E11.621,Type 2 diabetes mellitus with foot ulcer,Diabetes mellitus with complications,"Given the ICD description Type 2 diabetes mellitus with foot ulcer and code E11.621, classify the concept as"
