axis_id,pair_id,template_id,split,side,projection,predicted_side,correct,prompt
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,1,train,negative,-1835.3065185546875,negative,1,Clinical coding note: ICD 759.3 is described as Situs inversus. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,2,train,negative,-1951.63818359375,negative,1,Medical ontology entry: Situs inversus (759.3). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,3,train,negative,-2512.137451171875,negative,1,A clinician reviews the diagnosis 'Situs inversus' with ICD code 759.3. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,4,train,negative,-2659.697265625,negative,1,"In a diagnostic terminology table, 759.3 means Situs inversus. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,5,train,negative,-1833.7760009765625,negative,1,Coding audit: diagnosis=759.3; description=Situs inversus. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,6,train,negative,-2230.90185546875,negative,1,EHR problem list item: Situs inversus. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0003_16c97daf07,7,train,negative,-2310.8388671875,negative,1,"For ICD concept 759.3, 'Situs inversus', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,1,train,positive,-147.21142578125,positive,1,Clinical coding note: ICD 745.3 is described as Common ventricle. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,2,train,positive,61.729736328125,positive,1,Medical ontology entry: Common ventricle (745.3). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,3,train,positive,-2570.147216796875,negative,0,A clinician reviews the diagnosis 'Common ventricle' with ICD code 745.3. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,4,train,positive,-1314.99365234375,positive,1,"In a diagnostic terminology table, 745.3 means Common ventricle. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,5,train,positive,-1185.24560546875,positive,1,Coding audit: diagnosis=745.3; description=Common ventricle. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,6,train,positive,-1347.550537109375,positive,1,EHR problem list item: Common ventricle. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,7,train,positive,-2067.00341796875,negative,0,"For ICD concept 745.3, 'Common ventricle', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,1,train,negative,-5378.06640625,negative,1,Clinical coding note: ICD 758.0 is described as Downs syndrome. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,2,train,negative,-4920.0078125,negative,1,Medical ontology entry: Downs syndrome (758.0). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,3,train,negative,-2515.08740234375,negative,1,A clinician reviews the diagnosis 'Downs syndrome' with ICD code 758.0. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,4,train,negative,-4249.24658203125,negative,1,"In a diagnostic terminology table, 758.0 means Downs syndrome. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,5,train,negative,-3680.5263671875,negative,1,Coding audit: diagnosis=758.0; description=Downs syndrome. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,6,train,negative,-3689.036376953125,negative,1,EHR problem list item: Downs syndrome. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0004_6b90ec3d75,7,train,negative,-2625.92578125,negative,1,"For ICD concept 758.0, 'Downs syndrome', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,1,train,positive,3179.13525390625,positive,1,Clinical coding note: ICD 745.2 is described as Tetralogy of Fallot. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,2,train,positive,961.098876953125,positive,1,Medical ontology entry: Tetralogy of Fallot (745.2). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,3,train,positive,-2401.762451171875,negative,0,A clinician reviews the diagnosis 'Tetralogy of Fallot' with ICD code 745.2. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,4,train,positive,875.5214233398438,positive,1,"In a diagnostic terminology table, 745.2 means Tetralogy of Fallot. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,5,train,positive,512.98388671875,positive,1,Coding audit: diagnosis=745.2; description=Tetralogy of Fallot. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,6,train,positive,1428.2587890625,positive,1,EHR problem list item: Tetralogy of Fallot. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,7,train,positive,-2045.2607421875,negative,0,"For ICD concept 745.2, 'Tetralogy of Fallot', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,1,train,negative,-3223.40283203125,negative,1,Clinical coding note: ICD 759.4 is described as Conjoined twins. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,2,train,negative,-2484.118408203125,negative,1,Medical ontology entry: Conjoined twins (759.4). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,3,train,negative,-2594.52294921875,negative,1,A clinician reviews the diagnosis 'Conjoined twins' with ICD code 759.4. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,4,train,negative,-3080.156005859375,negative,1,"In a diagnostic terminology table, 759.4 means Conjoined twins. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,5,train,negative,-3245.49462890625,negative,1,Coding audit: diagnosis=759.4; description=Conjoined twins. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,6,train,negative,-2978.44580078125,negative,1,EHR problem list item: Conjoined twins. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0005_1ae7714878,7,train,negative,-2514.82080078125,negative,1,"For ICD concept 759.4, 'Conjoined twins', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,positive,-2575.0986328125,negative,0,"The diagnosis text is 'Patent ductus arteriosus'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,positive,4150.8681640625,positive,1,Medical concept extraction task. Input diagnosis: Patent ductus arteriosus. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,positive,-2944.052001953125,negative,0,"Given the ICD description Patent ductus arteriosus and code 747.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,8,test,negative,-2615.836669921875,negative,1,"The diagnosis text is 'Pataus syndrome'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,9,test,negative,-4498.3251953125,negative,1,Medical concept extraction task. Input diagnosis: Pataus syndrome. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0006_ed59a283c6,10,test,negative,-3287.849365234375,negative,1,"Given the ICD description Pataus syndrome and code 758.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,positive,-2292.3056640625,negative,0,"The diagnosis text is 'Ventricular septal defect'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,positive,2776.75048828125,positive,1,Medical concept extraction task. Input diagnosis: Ventricular septal defect. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,positive,-2953.417236328125,negative,0,"Given the ICD description Ventricular septal defect and code 745.4, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,8,test,negative,-2638.609130859375,negative,1,"The diagnosis text is 'Choanal atresia'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,9,test,negative,-2320.2216796875,negative,1,Medical concept extraction task. Input diagnosis: Choanal atresia. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0007_115ac6bfe4,10,test,negative,-3225.4052734375,negative,1,"Given the ICD description Choanal atresia and code 748.0, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,positive,-2408.3466796875,negative,0,"The diagnosis text is 'Congenital mitral stenosis'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,9,test,positive,1554.779541015625,positive,1,Medical concept extraction task. Input diagnosis: Congenital mitral stenosis. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,10,test,positive,-2938.06103515625,negative,0,"Given the ICD description Congenital mitral stenosis and code 746.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,8,test,negative,-2476.758056640625,negative,1,"The diagnosis text is 'Webbing of neck'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,9,test,negative,-1830.0308837890625,negative,1,Medical concept extraction task. Input diagnosis: Webbing of neck. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0008_75f4e920a4,10,test,negative,-3267.7255859375,negative,1,"Given the ICD description Webbing of neck and code 744.5, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,1,train,positive,1475.952880859375,positive,1,Clinical coding note: ICD 746.7 is described as Hypoplastic left heart syndrome. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,2,train,positive,-1096.638427734375,positive,1,Medical ontology entry: Hypoplastic left heart syndrome (746.7). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,3,train,positive,-2427.756591796875,negative,0,A clinician reviews the diagnosis 'Hypoplastic left heart syndrome' with ICD code 746.7. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,4,train,positive,175.5201416015625,positive,1,"In a diagnostic terminology table, 746.7 means Hypoplastic left heart syndrome. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,5,train,positive,-639.2134399414062,positive,1,Coding audit: diagnosis=746.7; description=Hypoplastic left heart syndrome. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,6,train,positive,-434.014892578125,positive,1,EHR problem list item: Hypoplastic left heart syndrome. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,7,train,positive,-2078.92431640625,negative,0,"For ICD concept 746.7, 'Hypoplastic left heart syndrome', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,1,train,negative,-4965.9013671875,negative,1,Clinical coding note: ICD 758.2 is described as Edwards syndrome. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,2,train,negative,-4191.19677734375,negative,1,Medical ontology entry: Edwards syndrome (758.2). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,3,train,negative,-2437.355712890625,negative,1,A clinician reviews the diagnosis 'Edwards syndrome' with ICD code 758.2. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,4,train,negative,-4266.177734375,negative,1,"In a diagnostic terminology table, 758.2 means Edwards syndrome. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,5,train,negative,-4011.2978515625,negative,1,Coding audit: diagnosis=758.2; description=Edwards syndrome. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,6,train,negative,-3613.5068359375,negative,1,EHR problem list item: Edwards syndrome. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0009_0067381318,7,train,negative,-2486.3115234375,negative,1,"For ICD concept 758.2, 'Edwards syndrome', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,1,train,positive,3043.11572265625,positive,1,Clinical coding note: ICD 746.6 is described as Congenital mitral insufficiency. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,2,train,positive,728.238525390625,positive,1,Medical ontology entry: Congenital mitral insufficiency (746.6). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,3,train,positive,-2280.8818359375,negative,0,A clinician reviews the diagnosis 'Congenital mitral insufficiency' with ICD code 746.6. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,4,train,positive,1690.16455078125,positive,1,"In a diagnostic terminology table, 746.6 means Congenital mitral insufficiency. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,5,train,positive,367.326416015625,positive,1,Coding audit: diagnosis=746.6; description=Congenital mitral insufficiency. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,6,train,positive,1114.0245361328125,positive,1,EHR problem list item: Congenital mitral insufficiency. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,7,train,positive,-1527.260009765625,positive,1,"For ICD concept 746.6, 'Congenital mitral insufficiency', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,1,train,negative,-5852.322265625,negative,1,Clinical coding note: ICD 756.4 is described as Chondrodystrophy. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,2,train,negative,-4843.9013671875,negative,1,Medical ontology entry: Chondrodystrophy (756.4). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,3,train,negative,-2731.53662109375,negative,1,A clinician reviews the diagnosis 'Chondrodystrophy' with ICD code 756.4. This diagnosis belongs to the concept
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,4,train,negative,-4299.9326171875,negative,1,"In a diagnostic terminology table, 756.4 means Chondrodystrophy. The relevant concept category is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,5,train,negative,-3756.76416015625,negative,1,Coding audit: diagnosis=756.4; description=Chondrodystrophy. Assign the medical concept label:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,6,train,negative,-4643.14697265625,negative,1,EHR problem list item: Chondrodystrophy. The high-level concept represented by this item is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0010_2e848f086c,7,train,negative,-2616.14794921875,negative,1,"For ICD concept 756.4, 'Chondrodystrophy', the contrastive label should be"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,8,test,positive,-2354.44287109375,negative,0,"The diagnosis text is 'Congenital stenosis of aortic valve'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,9,test,positive,1409.7261962890625,positive,1,Medical concept extraction task. Input diagnosis: Congenital stenosis of aortic valve. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,10,test,positive,-2824.21435546875,negative,0,"Given the ICD description Congenital stenosis of aortic valve and code 746.3, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,8,test,negative,-2604.0107421875,negative,1,"The diagnosis text is 'Accessory auricle'. In this experiment, its medical concept side is"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,9,test,negative,-12.4228515625,positive,0,Medical concept extraction task. Input diagnosis: Accessory auricle. Output concept:
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0011_6513511dc6,10,test,negative,-3083.74560546875,negative,1,"Given the ICD description Accessory auricle and code 744.1, classify the concept as"
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0012_bda827b228,1,train,positive,1477.96533203125,positive,1,Clinical coding note: ICD 745.9 is described as Unspecified defect of septal closure. The contrastive medical concept is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0012_bda827b228,2,train,positive,-2007.542724609375,negative,0,Medical ontology entry: Unspecified defect of septal closure (745.9). The best concept label is
congenital_cardiac_vs_other_congenital_ccs,congenital_cardiac_vs_other_congenital_ccs_0012_bda827b228,3,train,positive,-2555.206787109375,negative,0,A clinician reviews the diagnosis 'Unspecified defect of septal closure' with ICD code 745.9. This diagnosis belongs to the concept
